rango_horas,cantidad_intentos_transaccion,cantidad_sucursales_distintas,cantidad_transacciones_exitosas,es_fraude,tasa_errores
17,1,2,1,0,0.0
2,1,2,1,0,0.0
2,27,6,0,1,1.0
9,7,1,7,0,0.0
2,1,1,1,0,0.0
33,7,1,7,0,0.0
18,8,1,8,0,0.0
2,7,1,5,0,0.2857142857142857
1,4,1,4,0,0.0
28,5,2,4,0,0.2
10,11,1,6,0,0.45454545454545453
30,4,1,4,0,0.0
32,4,1,4,0,0.0
11,4,1,4,0,0.0
22,7,2,5,0,0.2857142857142857
35,14,1,5,0,0.6428571428571429
2,6,1,4,0,0.3333333333333333
2,6,1,4,0,0.3333333333333333
13,10,1,7,0,0.3
23,9,1,9,0,0.0
1,10,2,0,1,1.0
14,6,1,6,0,0.0
25,12,1,12,0,0.0
24,7,1,3,0,0.5714285714285714
2,7,2,4,0,0.42857142857142855
19,7,1,4,0,0.42857142857142855
48,12,1,9,0,0.25
22,14,1,9,0,0.35714285714285715
14,8,1,8,0,0.0
2,7,2,7,0,0.0
35,1,2,1,0,0.0
11,5,1,1,0,0.8
15,2,2,2,0,0.0
1,5,1,2,0,0.6
48,10,1,10,0,0.0
3,3,2,2,0,0.3333333333333333
48,7,2,3,0,0.5714285714285714
1,9,4,0,1,1.0
48,5,1,5,0,0.0
20,5,1,3,0,0.4
38,9,1,9,0,0.0
5,13,1,7,0,0.46153846153846156
2,6,2,6,0,0.0
47,7,1,5,0,0.2857142857142857
46,3,2,2,0,0.3333333333333333
3,2,1,2,0,0.0
7,6,2,2,0,0.6666666666666666
2,7,1,5,0,0.2857142857142857
16,1,2,1,0,0.0
2,6,1,6,0,0.0
3,5,1,4,0,0.2
3,6,1,4,0,0.3333333333333333
1,3,1,3,0,0.0
3,6,1,1,0,0.8333333333333334
39,14,1,5,0,0.6428571428571429
47,5,1,5,0,0.0
24,6,2,5,0,0.16666666666666666
3,2,2,1,0,0.5
2,23,7,0,1,1.0
6,2,2,1,0,0.5
48,3,2,3,0,0.0
2,7,1,2,0,0.7142857142857143
25,6,2,5,0,0.16666666666666666
9,6,1,6,0,0.0
23,6,1,6,0,0.0
30,9,1,9,0,0.0
17,6,2,1,0,0.8333333333333334
9,13,1,11,0,0.15384615384615385
5,5,1,5,0,0.0
3,2,2,2,0,0.0
1,7,2,3,0,0.5714285714285714
12,8,1,8,0,0.0
1,1,2,1,0,0.0
20,6,2,5,0,0.16666666666666666
9,8,1,8,0,0.0
4,3,1,3,0,0.0
3,3,2,3,0,0.0
9,3,2,3,0,0.0
15,10,1,8,0,0.2
1,2,2,2,0,0.0
1,1,1,1,0,0.0
3,6,2,4,0,0.3333333333333333
2,3,1,3,0,0.0
3,1,1,1,0,0.0
25,5,1,5,0,0.0
3,5,2,5,0,0.0
6,5,1,5,0,0.0
48,1,2,1,0,0.0
1,7,2,6,0,0.14285714285714285
4,12,1,9,0,0.25
3,6,1,1,0,0.8333333333333334
2,3,1,3,0,0.0
37,13,1,4,0,0.6923076923076923
42,5,1,4,0,0.2
35,1,2,1,0,0.0
10,5,1,5,0,0.0
2,7,2,6,0,0.14285714285714285
48,11,1,6,0,0.45454545454545453
16,6,1,5,0,0.16666666666666666
2,7,2,7,0,0.0
13,1,1,1,0,0.0
27,3,1,3,0,0.0
22,10,1,10,0,0.0
3,7,2,6,0,0.14285714285714285
26,2,2,2,0,0.0
2,5,1,3,0,0.4
2,5,2,4,0,0.2
26,6,1,6,0,0.0
1,6,1,6,0,0.0
40,5,2,4,0,0.2
1,3,2,3,0,0.0
23,8,1,8,0,0.0
8,8,1,8,0,0.0
2,1,2,1,0,0.0
29,7,1,7,0,0.0
1,6,2,0,1,1.0
46,4,1,1,0,0.75
1,1,2,1,0,0.0
48,13,1,13,0,0.0
43,3,2,3,0,0.0
32,9,1,9,0,0.0
37,7,2,1,0,0.8571428571428571
2,5,1,5,0,0.0
47,7,1,7,0,0.0
34,5,1,4,0,0.2
33,8,1,5,0,0.375
16,12,1,12,0,0.0
3,4,1,1,0,0.75
14,3,2,3,0,0.0
3,3,1,3,0,0.0
35,4,1,4,0,0.0
2,1,1,1,0,0.0
37,5,1,1,0,0.8
1,5,2,4,0,0.2
27,2,1,2,0,0.0
41,9,1,6,0,0.3333333333333333
15,5,1,5,0,0.0
14,7,1,7,0,0.0
2,29,8,0,1,1.0
28,5,1,5,0,0.0
1,7,4,0,1,1.0
44,6,1,5,0,0.16666666666666666
36,8,1,5,0,0.375
41,6,1,5,0,0.16666666666666666
1,6,2,6,0,0.0
31,1,2,1,0,0.0
21,7,1,6,0,0.14285714285714285
13,4,1,1,0,0.75
6,9,1,9,0,0.0
1,2,1,1,0,0.5
33,7,1,5,0,0.2857142857142857
1,1,1,1,0,0.0
2,5,2,5,0,0.0
1,4,1,4,0,0.0
1,5,2,5,0,0.0
22,6,2,5,0,0.16666666666666666
2,7,1,4,0,0.42857142857142855
14,5,2,2,0,0.6
34,12,1,10,0,0.16666666666666666
20,5,1,5,0,0.0
9,5,1,5,0,0.0
20,14,1,10,0,0.2857142857142857
20,9,1,9,0,0.0
1,5,2,2,0,0.6
23,5,1,5,0,0.0
48,10,1,10,0,0.0
22,13,1,6,0,0.5384615384615384
3,2,2,2,0,0.0
18,4,1,3,0,0.25
22,7,1,7,0,0.0
2,7,2,4,0,0.42857142857142855
27,8,1,5,0,0.375
3,7,1,6,0,0.14285714285714285
48,12,1,12,0,0.0
2,6,1,1,0,0.8333333333333334
20,7,2,4,0,0.42857142857142855
14,7,1,5,0,0.2857142857142857
2,4,2,4,0,0.0
20,9,1,9,0,0.0
29,8,1,8,0,0.0
42,7,1,7,0,0.0
46,5,1,5,0,0.0
39,3,1,3,0,0.0
2,4,2,2,0,0.5
23,8,1,8,0,0.0
3,6,1,3,0,0.5
3,5,2,3,0,0.4
31,2,1,2,0,0.0
39,2,2,2,0,0.0
13,2,2,2,0,0.0
48,7,2,4,0,0.42857142857142855
3,1,2,1,0,0.0
26,12,1,6,0,0.5
2,5,2,1,0,0.8
45,11,1,11,0,0.0
1,9,2,0,1,1.0
1,1,1,1,0,0.0
43,14,1,6,0,0.5714285714285714
36,7,1,2,0,0.7142857142857143
5,10,1,10,0,0.0
2,7,1,2,0,0.7142857142857143
15,4,1,1,0,0.75
20,5,2,2,0,0.6
14,5,2,3,0,0.4
1,1,2,1,0,0.0
14,1,2,1,0,0.0
3,4,2,4,0,0.0
29,5,1,5,0,0.0
2,4,2,1,0,0.75
1,3,2,3,0,0.0
26,6,1,5,0,0.16666666666666666
3,1,2,1,0,0.0
44,5,1,5,0,0.0
2,27,3,0,1,1.0
1,6,2,6,0,0.0
2,1,1,1,0,0.0
36,8,1,8,0,0.0
31,6,1,5,0,0.16666666666666666
3,4,2,4,0,0.0
26,7,1,4,0,0.42857142857142855
18,13,1,4,0,0.6923076923076923
16,1,1,1,0,0.0
34,5,1,5,0,0.0
2,30,4,0,1,1.0
9,7,1,7,0,0.0
1,3,2,3,0,0.0
1,5,1,2,0,0.6
2,7,1,1,0,0.8571428571428571
2,19,10,0,1,1.0
3,6,2,1,0,0.8333333333333334
2,5,2,5,0,0.0
2,7,1,1,0,0.8571428571428571
1,7,2,6,0,0.14285714285714285
8,3,2,2,0,0.3333333333333333
34,1,1,1,0,0.0
1,4,1,4,0,0.0
3,6,1,3,0,0.5
12,5,1,5,0,0.0
30,14,1,10,0,0.2857142857142857
3,4,2,3,0,0.25
23,10,1,8,0,0.2
3,4,1,4,0,0.0
12,11,1,10,0,0.09090909090909091
10,2,1,2,0,0.0
23,10,1,7,0,0.3
2,1,2,1,0,0.0
39,2,2,2,0,0.0
16,3,1,3,0,0.0
40,14,1,12,0,0.14285714285714285
33,5,1,2,0,0.6
48,6,1,6,0,0.0
37,4,2,4,0,0.0
21,7,1,1,0,0.8571428571428571
33,5,1,5,0,0.0
20,12,1,12,0,0.0
4,11,1,11,0,0.0
1,4,2,3,0,0.25
28,3,2,3,0,0.0
17,13,1,10,0,0.23076923076923078
28,1,1,1,0,0.0
3,4,1,4,0,0.0
39,8,1,4,0,0.5
43,5,2,1,0,0.8
1,6,2,6,0,0.0
2,1,1,1,0,0.0
1,7,1,7,0,0.0
2,1,2,1,0,0.0
1,2,1,2,0,0.0
17,6,1,6,0,0.0
10,6,1,4,0,0.3333333333333333
3,7,1,1,0,0.8571428571428571
21,8,1,8,0,0.0
21,4,1,4,0,0.0
2,5,2,3,0,0.4
2,6,2,3,0,0.5
8,2,2,2,0,0.0
3,7,1,6,0,0.14285714285714285
41,2,1,2,0,0.0
3,2,1,1,0,0.5
2,5,2,5,0,0.0
20,9,1,7,0,0.2222222222222222
29,7,1,5,0,0.2857142857142857
1,27,3,0,1,1.0
2,5,2,5,0,0.0
44,14,1,9,0,0.35714285714285715
48,6,1,6,0,0.0
2,4,2,4,0,0.0
15,6,1,4,0,0.3333333333333333
3,4,2,4,0,0.0
18,5,1,5,0,0.0
1,15,5,0,1,1.0
39,8,1,8,0,0.0
4,10,1,7,0,0.3
9,8,1,8,0,0.0
3,5,2,4,0,0.2
20,6,1,4,0,0.3333333333333333
4,9,1,6,0,0.3333333333333333
1,5,1,4,0,0.2
2,5,1,3,0,0.4
21,2,2,2,0,0.0
36,9,1,8,0,0.1111111111111111
42,2,2,2,0,0.0
10,11,1,4,0,0.6363636363636364
41,14,1,7,0,0.5
3,7,1,4,0,0.42857142857142855
1,7,2,7,0,0.0
31,11,1,11,0,0.0
35,1,1,1,0,0.0
43,2,2,2,0,0.0
3,3,2,2,0,0.3333333333333333
11,9,1,9,0,0.0
1,3,2,3,0,0.0
38,5,1,3,0,0.4
45,11,1,10,0,0.09090909090909091
10,3,1,3,0,0.0
19,14,1,9,0,0.35714285714285715
2,4,1,4,0,0.0
35,2,2,1,0,0.5
44,6,1,1,0,0.8333333333333334
32,8,1,5,0,0.375
2,1,2,1,0,0.0
3,2,2,2,0,0.0
41,5,1,5,0,0.0
24,9,1,5,0,0.4444444444444444
42,12,1,6,0,0.5
2,30,10,0,1,1.0
18,9,1,9,0,0.0
20,10,1,9,0,0.1
6,2,1,2,0,0.0
1,10,5,0,1,1.0
12,4,1,4,0,0.0
22,4,1,4,0,0.0
14,9,1,7,0,0.2222222222222222
1,30,8,0,1,1.0
32,14,1,6,0,0.5714285714285714
40,2,2,2,0,0.0
38,7,1,7,0,0.0
5,3,1,2,0,0.3333333333333333
24,7,2,3,0,0.5714285714285714
2,2,1,2,0,0.0
11,5,1,5,0,0.0
18,13,1,10,0,0.23076923076923078
2,4,1,4,0,0.0
28,8,1,8,0,0.0
30,10,1,8,0,0.2
11,5,1,5,0,0.0
48,5,2,3,0,0.4
28,1,2,1,0,0.0
2,5,1,5,0,0.0
1,7,1,1,0,0.8571428571428571
43,7,2,1,0,0.8571428571428571
2,4,2,4,0,0.0
32,9,1,9,0,0.0
1,17,3,0,1,1.0
2,26,8,0,1,1.0
1,7,1,4,0,0.42857142857142855
15,5,1,5,0,0.0
26,7,2,4,0,0.42857142857142855
1,6,1,4,0,0.3333333333333333
41,10,1,10,0,0.0
20,4,1,4,0,0.0
13,3,2,3,0,0.0
1,17,9,0,1,1.0
34,5,1,5,0,0.0
13,5,1,4,0,0.2
12,7,1,4,0,0.42857142857142855
2,1,2,1,0,0.0
43,2,1,2,0,0.0
33,8,1,8,0,0.0
11,8,1,8,0,0.0
4,6,2,4,0,0.3333333333333333
1,6,1,4,0,0.3333333333333333
1,3,2,1,0,0.6666666666666666
1,2,2,2,0,0.0
2,2,1,1,0,0.5
11,11,1,6,0,0.45454545454545453
28,12,1,5,0,0.5833333333333334
43,4,1,2,0,0.5
3,2,2,2,0,0.0
4,6,1,5,0,0.16666666666666666
27,7,2,5,0,0.2857142857142857
11,4,1,2,0,0.5
2,5,2,1,0,0.8
8,3,2,2,0,0.3333333333333333
2,10,2,0,1,1.0
13,2,2,2,0,0.0
3,3,2,3,0,0.0
2,6,1,6,0,0.0
19,7,2,2,0,0.7142857142857143
1,21,9,0,1,1.0
2,2,2,2,0,0.0
27,6,1,3,0,0.5
17,5,2,3,0,0.4
2,6,2,1,0,0.8333333333333334
20,10,1,10,0,0.0
2,6,2,6,0,0.0
38,13,1,12,0,0.07692307692307693
1,5,1,4,0,0.2
37,4,1,4,0,0.0
1,7,2,7,0,0.0
4,6,1,1,0,0.8333333333333334
1,6,1,6,0,0.0
1,16,5,0,1,1.0
3,7,2,5,0,0.2857142857142857
11,6,1,6,0,0.0
2,5,2,4,0,0.2
1,3,1,1,0,0.6666666666666666
22,10,1,9,0,0.1
4,8,1,8,0,0.0
23,11,1,6,0,0.45454545454545453
1,3,2,1,0,0.6666666666666666
47,12,1,7,0,0.4166666666666667
3,1,2,1,0,0.0
40,13,1,7,0,0.46153846153846156
2,10,5,0,1,1.0
21,8,1,7,0,0.125
30,6,2,4,0,0.3333333333333333
3,7,2,7,0,0.0
44,10,1,9,0,0.1
33,5,1,5,0,0.0
6,6,1,1,0,0.8333333333333334
3,2,1,2,0,0.0
5,7,1,1,0,0.8571428571428571
3,1,1,1,0,0.0
46,3,1,3,0,0.0
30,7,1,4,0,0.42857142857142855
3,2,2,2,0,0.0
40,6,2,2,0,0.6666666666666666
2,1,1,1,0,0.0
2,4,2,4,0,0.0
6,6,1,2,0,0.6666666666666666
11,1,1,1,0,0.0
2,9,4,0,1,1.0
31,5,1,5,0,0.0
3,5,1,4,0,0.2
26,13,1,11,0,0.15384615384615385
2,5,2,4,0,0.2
46,4,1,2,0,0.5
26,5,1,4,0,0.2
7,6,1,6,0,0.0
10,7,2,3,0,0.5714285714285714
48,5,1,5,0,0.0
6,2,1,2,0,0.0
45,4,2,2,0,0.5
19,12,1,6,0,0.5
7,2,1,2,0,0.0
48,6,2,5,0,0.16666666666666666
8,9,1,5,0,0.4444444444444444
27,3,2,1,0,0.6666666666666666
1,11,5,0,1,1.0
10,7,1,1,0,0.8571428571428571
7,11,1,11,0,0.0
3,6,1,6,0,0.0
3,7,1,1,0,0.8571428571428571
40,7,1,6,0,0.14285714285714285
16,8,1,8,0,0.0
4,2,2,2,0,0.0
2,3,1,3,0,0.0
48,8,1,4,0,0.5
2,2,1,2,0,0.0
1,4,2,2,0,0.5
9,7,2,3,0,0.5714285714285714
29,10,1,10,0,0.0
3,3,2,3,0,0.0
16,6,1,6,0,0.0
1,1,1,1,0,0.0
3,4,2,3,0,0.25
21,1,1,1,0,0.0
3,5,1,5,0,0.0
15,3,2,2,0,0.3333333333333333
3,7,1,4,0,0.42857142857142855
3,6,1,6,0,0.0
2,29,6,0,1,1.0
26,3,2,3,0,0.0
30,6,2,3,0,0.5
1,24,7,0,1,1.0
3,7,1,7,0,0.0
32,4,2,2,0,0.5
18,11,1,6,0,0.45454545454545453
3,2,1,2,0,0.0
40,10,1,10,0,0.0
18,3,2,1,0,0.6666666666666666
22,7,1,4,0,0.42857142857142855
1,25,10,0,1,1.0
15,3,2,1,0,0.6666666666666666
1,6,2,1,0,0.8333333333333334
42,5,1,4,0,0.2
25,14,1,7,0,0.5
2,6,2,6,0,0.0
1,7,1,7,0,0.0
6,7,1,6,0,0.14285714285714285
30,2,2,2,0,0.0
37,14,1,4,0,0.7142857142857143
25,12,1,9,0,0.25
3,1,2,1,0,0.0
1,3,1,1,0,0.6666666666666666
14,4,1,4,0,0.0
2,11,3,0,1,1.0
11,4,1,4,0,0.0
19,13,1,8,0,0.38461538461538464
33,7,1,7,0,0.0
6,3,1,3,0,0.0
3,3,2,3,0,0.0
2,5,2,1,0,0.8
26,1,1,1,0,0.0
2,27,5,0,1,1.0
1,4,1,4,0,0.0
15,3,1,3,0,0.0
25,10,1,10,0,0.0
2,4,2,1,0,0.75
1,2,1,2,0,0.0
12,5,1,1,0,0.8
19,7,1,5,0,0.2857142857142857
44,12,1,6,0,0.5
1,7,2,6,0,0.14285714285714285
40,4,2,4,0,0.0
39,13,1,9,0,0.3076923076923077
3,1,1,1,0,0.0
23,13,1,8,0,0.38461538461538464
3,3,2,3,0,0.0
39,2,2,1,0,0.5
2,11,3,0,1,1.0
22,1,1,1,0,0.0
30,7,1,7,0,0.0
1,10,2,0,1,1.0
8,4,2,2,0,0.5
36,1,1,1,0,0.0
8,5,1,5,0,0.0
1,7,2,7,0,0.0
35,4,1,4,0,0.0
1,6,5,0,1,1.0
2,2,1,2,0,0.0
6,6,1,6,0,0.0
2,7,2,2,0,0.7142857142857143
16,11,1,8,0,0.2727272727272727
35,9,1,9,0,0.0
16,4,2,3,0,0.25
2,3,2,3,0,0.0
3,4,1,4,0,0.0
20,6,1,3,0,0.5
11,8,1,8,0,0.0
14,1,2,1,0,0.0
3,4,1,4,0,0.0
1,26,7,0,1,1.0
38,5,1,2,0,0.6
1,3,2,3,0,0.0
2,21,8,0,1,1.0
13,12,1,11,0,0.08333333333333333
3,7,1,4,0,0.42857142857142855
19,7,1,7,0,0.0
47,13,1,13,0,0.0
24,9,1,7,0,0.2222222222222222
3,1,1,1,0,0.0
1,2,2,2,0,0.0
48,13,1,13,0,0.0
18,7,1,4,0,0.42857142857142855
3,4,1,3,0,0.25
20,3,2,1,0,0.6666666666666666
10,12,1,7,0,0.4166666666666667
1,5,1,5,0,0.0
30,10,1,10,0,0.0
3,6,2,5,0,0.16666666666666666
3,6,1,6,0,0.0
36,14,1,9,0,0.35714285714285715
3,2,2,2,0,0.0
1,12,10,0,1,1.0
20,3,1,3,0,0.0
46,13,1,5,0,0.6153846153846154
9,6,2,2,0,0.6666666666666666
1,3,2,3,0,0.0
8,3,2,3,0,0.0
45,3,1,1,0,0.6666666666666666
30,5,1,5,0,0.0
32,4,1,4,0,0.0
37,1,1,1,0,0.0
6,12,1,12,0,0.0
12,1,1,1,0,0.0
48,13,1,13,0,0.0
19,11,1,9,0,0.18181818181818182
47,10,1,10,0,0.0
2,5,1,5,0,0.0
17,4,1,4,0,0.0
19,1,1,1,0,0.0
3,1,2,1,0,0.0
44,11,1,11,0,0.0
2,4,2,2,0,0.5
19,6,1,6,0,0.0
33,13,1,5,0,0.6153846153846154
48,3,2,2,0,0.3333333333333333
32,4,1,4,0,0.0
47,13,1,4,0,0.6923076923076923
1,3,1,3,0,0.0
39,13,1,4,0,0.6923076923076923
23,6,1,5,0,0.16666666666666666
35,13,1,4,0,0.6923076923076923
3,2,2,2,0,0.0
13,5,2,3,0,0.4
2,5,1,5,0,0.0
1,6,1,4,0,0.3333333333333333
46,6,2,5,0,0.16666666666666666
30,3,2,3,0,0.0
47,13,1,11,0,0.15384615384615385
3,5,1,5,0,0.0
39,13,1,4,0,0.6923076923076923
27,4,1,2,0,0.5
15,1,2,1,0,0.0
27,6,2,4,0,0.3333333333333333
2,3,2,2,0,0.3333333333333333
27,5,2,3,0,0.4
1,2,2,1,0,0.5
38,2,1,1,0,0.5
34,14,1,7,0,0.5
2,4,1,4,0,0.0
11,6,2,4,0,0.3333333333333333
2,1,1,1,0,0.0
20,5,1,3,0,0.4
3,1,1,1,0,0.0
1,7,2,7,0,0.0
3,4,2,4,0,0.0
20,6,1,6,0,0.0
2,4,1,1,0,0.75
46,12,1,9,0,0.25
17,8,1,5,0,0.375
2,6,3,0,1,1.0
2,1,2,1,0,0.0
21,3,1,3,0,0.0
36,3,1,2,0,0.3333333333333333
2,7,2,4,0,0.42857142857142855
29,12,1,10,0,0.16666666666666666
16,12,1,11,0,0.08333333333333333
37,6,1,6,0,0.0
44,12,1,11,0,0.08333333333333333
28,7,1,3,0,0.5714285714285714
3,7,1,3,0,0.5714285714285714
3,2,1,2,0,0.0
39,3,2,3,0,0.0
27,2,1,2,0,0.0
3,7,2,7,0,0.0
12,9,1,4,0,0.5555555555555556
1,3,1,3,0,0.0
2,6,1,4,0,0.3333333333333333
21,5,1,2,0,0.6
24,9,1,8,0,0.1111111111111111
4,12,1,9,0,0.25
48,5,2,1,0,0.8
1,9,5,0,1,1.0
3,7,1,7,0,0.0
18,6,1,3,0,0.5
2,3,2,3,0,0.0
4,5,1,3,0,0.4
3,3,1,3,0,0.0
14,7,1,4,0,0.42857142857142855
2,1,1,1,0,0.0
42,2,1,2,0,0.0
6,4,2,4,0,0.0
20,5,2,4,0,0.2
2,7,2,4,0,0.42857142857142855
46,8,1,8,0,0.0
24,5,2,3,0,0.4
29,3,1,3,0,0.0
3,3,2,3,0,0.0
22,3,2,2,0,0.3333333333333333
39,11,1,10,0,0.09090909090909091
3,6,2,4,0,0.3333333333333333
1,4,2,3,0,0.25
17,2,1,2,0,0.0
33,6,2,2,0,0.6666666666666666
23,6,2,3,0,0.5
2,14,7,0,1,1.0
9,2,1,2,0,0.0
38,2,1,2,0,0.0
2,5,2,5,0,0.0
3,2,2,2,0,0.0
7,4,1,4,0,0.0
1,19,6,0,1,1.0
3,1,2,1,0,0.0
39,6,1,1,0,0.8333333333333334
13,11,1,11,0,0.0
38,3,2,3,0,0.0
4,12,1,5,0,0.5833333333333334
8,5,1,5,0,0.0
39,7,2,4,0,0.42857142857142855
45,6,2,3,0,0.5
4,5,1,5,0,0.0
1,26,4,0,1,1.0
14,5,2,4,0,0.2
14,3,2,3,0,0.0
1,4,2,1,0,0.75
43,13,1,9,0,0.3076923076923077
3,7,2,5,0,0.2857142857142857
5,7,1,4,0,0.42857142857142855
1,3,2,3,0,0.0
17,2,1,1,0,0.5
3,4,1,4,0,0.0
2,4,1,2,0,0.5
29,2,1,2,0,0.0
2,14,7,0,1,1.0
6,3,1,3,0,0.0
2,5,2,5,0,0.0
1,5,2,2,0,0.6
29,4,1,4,0,0.0
2,5,1,1,0,0.8
41,3,1,3,0,0.0
5,5,1,5,0,0.0
14,7,1,4,0,0.42857142857142855
27,10,1,9,0,0.1
16,9,1,9,0,0.0
3,3,2,3,0,0.0
3,3,2,3,0,0.0
2,3,2,3,0,0.0
2,7,1,2,0,0.7142857142857143
1,19,8,0,1,1.0
1,3,2,3,0,0.0
29,7,1,5,0,0.2857142857142857
34,6,1,4,0,0.3333333333333333
39,6,2,3,0,0.5
28,4,2,3,0,0.25
2,3,1,3,0,0.0
44,8,1,6,0,0.25
3,1,2,1,0,0.0
37,4,1,4,0,0.0
6,3,2,3,0,0.0
1,7,1,4,0,0.42857142857142855
31,13,1,6,0,0.5384615384615384
2,2,1,2,0,0.0
9,7,1,7,0,0.0
2,2,1,2,0,0.0
3,5,1,5,0,0.0
22,10,1,5,0,0.5
44,9,1,9,0,0.0
3,5,1,1,0,0.8
3,6,2,5,0,0.16666666666666666
15,4,1,4,0,0.0
2,2,1,2,0,0.0
19,6,1,1,0,0.8333333333333334
9,7,2,2,0,0.7142857142857143
5,8,1,4,0,0.5
2,3,2,2,0,0.3333333333333333
28,7,1,7,0,0.0
12,5,1,5,0,0.0
3,4,2,4,0,0.0
18,1,2,1,0,0.0
31,13,1,13,0,0.0
2,6,1,1,0,0.8333333333333334
31,5,1,2,0,0.6
4,2,2,2,0,0.0
40,8,1,8,0,0.0
3,4,2,3,0,0.25
10,7,2,5,0,0.2857142857142857
33,4,1,4,0,0.0
22,6,1,5,0,0.16666666666666666
12,1,2,1,0,0.0
13,7,2,3,0,0.5714285714285714
1,24,4,0,1,1.0
9,9,1,4,0,0.5555555555555556
44,7,1,7,0,0.0
2,5,2,2,0,0.6
5,4,1,4,0,0.0
28,4,1,4,0,0.0
8,4,1,3,0,0.25
1,4,1,4,0,0.0
3,2,2,2,0,0.0
3,6,2,6,0,0.0
3,6,1,6,0,0.0
39,12,1,12,0,0.0
20,5,1,5,0,0.0
1,4,2,1,0,0.75
31,1,1,1,0,0.0
2,4,1,4,0,0.0
19,10,1,10,0,0.0
1,3,2,3,0,0.0
24,1,1,1,0,0.0
10,14,1,4,0,0.7142857142857143
2,9,3,0,1,1.0
25,6,1,3,0,0.5
43,5,2,3,0,0.4
1,27,6,0,1,1.0
44,13,1,12,0,0.07692307692307693
1,9,4,0,1,1.0
32,14,1,4,0,0.7142857142857143
1,6,5,0,1,1.0
1,3,2,3,0,0.0
24,3,1,2,0,0.3333333333333333
2,2,2,2,0,0.0
23,11,1,11,0,0.0
29,2,2,1,0,0.5
18,6,2,4,0,0.3333333333333333
4,6,1,2,0,0.6666666666666666
3,6,2,6,0,0.0
18,8,1,8,0,0.0
30,2,2,2,0,0.0
48,5,1,5,0,0.0
1,2,1,2,0,0.0
3,4,2,4,0,0.0
2,7,2,2,0,0.7142857142857143
1,1,2,1,0,0.0
7,7,2,2,0,0.7142857142857143
21,5,2,4,0,0.2
32,9,1,6,0,0.3333333333333333
31,4,1,4,0,0.0
26,8,1,8,0,0.0
29,5,1,4,0,0.2
45,3,1,3,0,0.0
2,3,1,3,0,0.0
46,7,1,5,0,0.2857142857142857
46,7,1,7,0,0.0
30,13,1,9,0,0.3076923076923077
6,12,1,12,0,0.0
41,6,1,6,0,0.0
2,4,1,4,0,0.0
20,7,1,7,0,0.0
3,5,2,5,0,0.0
6,4,1,4,0,0.0
2,5,1,3,0,0.4
43,4,2,1,0,0.75
27,3,1,3,0,0.0
29,5,1,5,0,0.0
29,11,1,11,0,0.0
1,6,1,2,0,0.6666666666666666
17,14,1,14,0,0.0
2,3,2,3,0,0.0
3,1,2,1,0,0.0
2,5,1,3,0,0.4
29,6,1,6,0,0.0
45,5,1,2,0,0.6
22,9,1,9,0,0.0
45,9,1,9,0,0.0
25,6,2,4,0,0.3333333333333333
18,6,2,2,0,0.6666666666666666
7,5,2,2,0,0.6
3,5,2,5,0,0.0
39,7,2,5,0,0.2857142857142857
1,1,2,1,0,0.0
13,3,2,3,0,0.0
19,9,1,4,0,0.5555555555555556
1,6,1,6,0,0.0
32,5,1,5,0,0.0
35,5,1,4,0,0.2
48,13,1,5,0,0.6153846153846154
2,4,2,4,0,0.0
13,13,1,6,0,0.5384615384615384
3,5,1,3,0,0.4
3,6,2,1,0,0.8333333333333334
12,11,1,11,0,0.0
10,13,1,13,0,0.0
39,1,2,1,0,0.0
2,6,1,6,0,0.0
9,12,1,5,0,0.5833333333333334
28,14,1,13,0,0.07142857142857142
1,11,5,0,1,1.0
21,3,1,3,0,0.0
39,1,2,1,0,0.0
1,17,4,0,1,1.0
2,7,1,7,0,0.0
31,6,1,6,0,0.0
1,6,1,5,0,0.16666666666666666
26,7,1,4,0,0.42857142857142855
48,10,1,10,0,0.0
1,5,2,2,0,0.6
8,6,2,5,0,0.16666666666666666
10,14,1,5,0,0.6428571428571429
25,6,1,2,0,0.6666666666666666
13,1,2,1,0,0.0
44,1,2,1,0,0.0
2,4,1,4,0,0.0
3,4,1,4,0,0.0
1,26,9,0,1,1.0
35,1,1,1,0,0.0
3,5,1,5,0,0.0
2,2,1,2,0,0.0
4,9,1,9,0,0.0
24,10,1,7,0,0.3
2,2,1,2,0,0.0
1,1,1,1,0,0.0
2,2,2,2,0,0.0
22,8,1,4,0,0.5
10,2,2,2,0,0.0
8,4,1,4,0,0.0
12,3,1,3,0,0.0
3,4,2,3,0,0.25
28,14,1,13,0,0.07142857142857142
44,5,1,4,0,0.2
2,15,9,0,1,1.0
16,5,2,2,0,0.6
27,6,1,6,0,0.0
1,5,2,5,0,0.0
31,5,1,5,0,0.0
38,6,2,4,0,0.3333333333333333
12,9,1,8,0,0.1111111111111111
21,5,2,3,0,0.4
29,2,1,1,0,0.5
1,5,2,4,0,0.2
1,5,2,2,0,0.6
12,13,1,13,0,0.0
2,4,2,2,0,0.5
19,4,1,4,0,0.0
28,7,2,5,0,0.2857142857142857
2,11,3,0,1,1.0
22,14,1,10,0,0.2857142857142857
24,1,2,1,0,0.0
3,7,1,5,0,0.2857142857142857
28,5,2,2,0,0.6
33,14,1,10,0,0.2857142857142857
3,3,2,3,0,0.0
7,13,1,12,0,0.07692307692307693
3,6,2,4,0,0.3333333333333333
8,13,1,13,0,0.0
3,3,1,2,0,0.3333333333333333
